,article_name,country,revision_id,article_quality,population
878,Louis Zachariasen,Faroese,789708924.0,Start,
879,Annika Olsen,Faroese,792595685.0,Start,
880,Páll á Reynatúgvu,Faroese,793276089.0,Start,
881,Atli Dam,Faroese,793277402.0,Start,
882,Henrik Old,Faroese,793353435.0,Stub,
883,Marita Petersen,Faroese,793394960.0,Start,
884,Pauli Ellefsen,Faroese,796170338.0,Start,
885,Rasmus Rasmussen (writer),Faroese,796170437.0,C,
886,Peter Mohr Dam,Faroese,797450160.0,Stub,
887,Knút Wang,Faroese,797493287.0,Start,
888,Sjúrður Skaale,Faroese,797493405.0,C,
889,Høgni Hoydal,Faroese,800723683.0,Start,
890,Kristina Háfoss,Faroese,801638146.0,Start,
891,Sirið Stenberg,Faroese,802476681.0,Start,
892,Eyðgunn Samuelsen,Faroese,802515495.0,Stub,
893,Edva Jacobsen,Faroese,802925425.0,Stub,
894,Aksel V. Johannesen,Faroese,803145744.0,Start,
895,Djóni í Geil,Faroese,803656387.0,Start,
896,Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035.0,Stub,
897,Annita á Fríðriksmørk,Faroese,806011231.0,Stub,
898,Katrin Kallsberg,Faroese,806909915.0,Start,
899,H. C .W. Tórgarð,Faroese,807297374.0,Start,
900,James Bisset (mayor),Cape Colony,647367482.0,Start,
901,Augustus Joseph Tancred,Cape Colony,651250302.0,Stub,
902,Johan Conrad Silberbauer,Cape Colony,653467222.0,Stub,
903,James Cotterell Hoole,Cape Colony,666596918.0,Stub,
904,Patrick Goold,Cape Colony,670210734.0,Start,
905,Andries Botha,Cape Colony,676828191.0,B,
906,Charles William Hutton,Cape Colony,680205631.0,C,
907,John Blades Currey,Cape Colony,693624260.0,Stub,
908,Joseph Orpen,Cape Colony,715016315.0,C,
909,Klaas Afrikaner,Cape Colony,718462130.0,Stub,
910,Christian Groepe,Cape Colony,723563811.0,B,
911,William Hume (Cape politician),Cape Colony,724976433.0,Start,
912,James Sivewright,Cape Colony,731817397.0,C,
913,William Downes Griffith,Cape Colony,731908828.0,Start,
914,John Sweet Distin,Cape Colony,737348283.0,Start,
915,John Thomas Eustace,Cape Colony,746923352.0,C,
916,Jeremias Ziervogel,Cape Colony,750299694.0,C,
917,Henry Latham Currey,Cape Colony,757832561.0,Start,
918,Henry Juta,Cape Colony,765333482.0,Stub,
919,Simeon Jacobs,Cape Colony,767856232.0,C,
920,William Schreiner,Cape Colony,771024710.0,C,
921,George Strahan,Cape Colony,775481498.0,Start,
922,John Bardwell Ebden,Cape Colony,776725178.0,Start,
923,Jan Hendrik Hofmeyr (Onze Jan),Cape Colony,779046359.0,C,
924,Charles Abercrombie Smith,Cape Colony,783249147.0,C,
925,Charles Brownlee,Cape Colony,783250295.0,C,
926,George Cathcart,Cape Colony,784693349.0,Start,
927,Henry Torrens,Cape Colony,784726341.0,Start,
928,Frederick Schermbrucker,Cape Colony,784765242.0,Start,
929,Richard Solomon (Attorney General),Cape Colony,784829553.0,Start,
930,Walter Hely-Hutchinson,Cape Colony,784862369.0,Start,
931,Henry White (Cape Treasurer General),Cape Colony,785566972.0,C,
932,Jacobus Wilhelmus Sauer,Cape Colony,786142993.0,C,
933,Charles Lennox Stretch,Cape Colony,786803200.0,Start,
934,John Tengo Jabavu,Cape Colony,786916027.0,Start,
935,Philip John Stigant,Cape Colony,786972727.0,Start,
936,Henry Pottinger,Cape Colony,787552653.0,C,
937,Thomas Charles Scanlen,Cape Colony,788098639.0,C,
938,Saul Solomon,Cape Colony,788361321.0,C,
939,Thomas Upington,Cape Colony,788717893.0,C,
940,Andries Stockenström (judge),Cape Colony,789120101.0,C,
941,Robert Wynyard,Cape Colony,789258720.0,C,
942,"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927.0,C,
943,Philip Edmond Wodehouse,Cape Colony,792178662.0,C,
944,Charles Aken Fairbridge,Cape Colony,793643575.0,Stub,
945,William Howley Goodenough,Cape Colony,794193433.0,Start,
946,George Thomas Napier,Cape Colony,794346758.0,Start,
947,William Butler (British Army officer),Cape Colony,794705198.0,C,
948,"Sir George Yonge, 5th Baronet",Cape Colony,795625420.0,C,
949,Christoffel Brand,Cape Colony,796352977.0,C,
950,Henry Barkly,Cape Colony,796646347.0,C,
951,Lord Charles Somerset,Cape Colony,797029963.0,Start,
952,Benjamin D'Urban,Cape Colony,797735815.0,C,
953,John Charles Molteno,Cape Colony,797978795.0,C,
954,"George Macartney, 1st Earl Macartney",Cape Colony,798165649.0,C,
955,William Porter (Attorney General),Cape Colony,798383131.0,C,
956,David Tennant (politician),Cape Colony,798742813.0,C,
957,Andries Stockenström,Cape Colony,799373837.0,B,
958,"Sir Harry Smith, 1st Baronet",Cape Colony,799472552.0,C,
959,Charles Henry Darling,Cape Colony,800159179.0,Start,
960,John Paterson (Cape politician),Cape Colony,800767317.0,C,
961,John X. Merriman,Cape Colony,801351302.0,C,
962,Mpilo Walter Benson Rubusana,Cape Colony,801417570.0,C,
963,Henry Hugh Clifford,Cape Colony,801856640.0,C,
964,James Tennant Molteno,Cape Colony,801935094.0,C,
965,Leander Starr Jameson,Cape Colony,803177433.0,C,
966,Henry Bartle Frere,Cape Colony,803288472.0,B,
967,"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116.0,C,
968,"Henry Loch, 1st Baron Loch",Cape Colony,803618569.0,C,
969,Francis Dundas,Cape Colony,803908887.0,Start,
970,Lowry Cole,Cape Colony,804277547.0,Start,
971,"Sir David Baird, 1st Baronet",Cape Colony,804362436.0,C,
972,James Rose Innes,Cape Colony,804497413.0,FA,
973,Nicolaas Frederic de Waal,Cape Colony,805157563.0,Stub,
974,"John Charles Molteno, Jr.",Cape Colony,805678535.0,C,
975,"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015.0,C,
976,Gordon Sprigg,Cape Colony,806340214.0,C,
977,Cecil Rhodes,Cape Colony,806647373.0,B,
978,George Grey,Cape Colony,807290539.0,FA,
979,Peregrine Maitland,Cape Colony,807330872.0,C,
980,Thomas Francis Wade,Cape Colony,807401513.0,C,
981,"List of members of the National Assembly (South Korea), 1950–54",South Korean,663348266.0,Stub,
982,Park In-won,South Korean,703478926.0,Stub,
983,Kim Seung-kew,South Korean,716323288.0,Stub,
984,Seo Young-kyo,South Korean,717405394.0,Start,
985,Lee Wu-jong,South Korean,723064614.0,Stub,
986,Yu In-chon,South Korean,760062536.0,Start,
987,Kim Wan-ju,South Korean,770622878.0,Stub,
988,Park Yong-jin,South Korean,770623036.0,Start,
989,Lee Jong-kul,South Korean,770757174.0,Stub,
990,Kim Hyun-jong,South Korean,770760118.0,Stub,
991,Shin Ki-ha,South Korean,774367693.0,Stub,
992,Lee Chunhee,South Korean,775234175.0,Stub,
993,Ahn Dae-hee,South Korean,775458263.0,Stub,
994,Ahn Gyu-baek,South Korean,775458608.0,Start,
995,Park Hong-keun,South Korean,775458639.0,Start,
996,Ahn Sang-yeong,South Korean,777008205.0,Stub,
997,Jang Deok-jin,South Korean,777070214.0,Stub,
998,Kim Jae-soon,South Korean,778915319.0,Stub,
999,Kim Jin-sun,South Korean,778916810.0,Stub,
1000,Kim Il-ung,South Korean,779544705.0,Stub,
1001,Koo Kyo-hyun,South Korean,779544873.0,Stub,
1002,Ji Sang-wook,South Korean,780227423.0,Start,
1003,Chung Hong-won,South Korean,781133659.0,Start,
1004,Kim Byong-joon,South Korean,781134255.0,Stub,
1005,Hong Ihk-pyo,South Korean,782498395.0,Start,
1006,Jeon Soon-ok,South Korean,782649404.0,Stub,
1007,Lee Hae-chan,South Korean,785317852.0,Start,
1008,Yu Myung-hwan,South Korean,790178486.0,Stub,
1009,Yoon Young-kwan,South Korean,790178940.0,Start,
1010,Yoon Jeung-hyun,South Korean,790179508.0,Stub,
1011,Suh Sang-chul,South Korean,790180349.0,Start,
1012,Bak Maeng-woo,South Korean,790471224.0,C,
1013,Lee Wan-koo,South Korean,791389950.0,Start,
1014,Kim Chang-ryong,South Korean,792037093.0,Start,
1015,Yun Duk-min,South Korean,794638210.0,Stub,
1016,Cheong Yang-seog,South Korean,795546187.0,Stub,
1017,Chin Young,South Korean,795546191.0,Start,
1018,Kim Kwan-yong,South Korean,795546228.0,Start,
1019,Lee Hahn-koo,South Korean,795546245.0,Stub,
1020,Lee Jung-hyun (politician),South Korean,795546256.0,Stub,
1021,Kim Chong-hoh,South Korean,797806095.0,Stub,
1022,Chung Ho-yong,South Korean,798295710.0,Stub,
1023,Lee Jae-myung,South Korean,798611948.0,Stub,
1024,Lee Nak-hoon,South Korean,799083872.0,C,
1025,Yoo Il-ho,South Korean,799945764.0,Stub,
1026,Park Young-sun,South Korean,800258105.0,C,
1027,Kwon Young-ghil,South Korean,800896932.0,Start,
1028,In Jae-keun,South Korean,800896981.0,Stub,
1029,Kang Kum-sil,South Korean,802728876.0,Stub,
1030,Park Yong-ok,South Korean,802955917.0,Stub,
1031,Jeon Hye-sook,South Korean,803383030.0,Stub,
1032,Kim Un-yong,South Korean,803838269.0,Start,
1033,Sim Sang-jung,South Korean,804816596.0,C,
1034,Kim So-yeon (activist),South Korean,804817210.0,Start,
1035,Yi Yun-yong,South Korean,804962117.0,Stub,
1036,Byeon Yeong-tae,South Korean,804962160.0,Stub,
1037,Lee Beom-seok (foreign minister),South Korean,804962170.0,Stub,
1038,Yoo Chang-soon,South Korean,804968129.0,Stub,
1039,Lee Hyun-jae,South Korean,804968364.0,Stub,
1040,Hyun Soong-jong,South Korean,804968483.0,Stub,
1041,Yun Byung-se,South Korean,804971432.0,Stub,
1042,Kim Sung-hwan (politician),South Korean,804971477.0,Stub,
1043,Kim Suk-soo,South Korean,804971686.0,Stub,
1044,Kim Hwang-sik,South Korean,804971888.0,Start,
1045,Chang Sang,South Korean,804972263.0,Stub,
1046,Chang Taek-sang,South Korean,805053478.0,Start,
1047,"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721.0,Stub,
1048,Lim Su-kyung,South Korean,805293256.0,C,
1049,Ki Dong-min,South Korean,805956890.0,Start,
1050,Shin Sung-mo,South Korean,805991409.0,Stub,
1051,Chun Jung-bae,South Korean,806073279.0,Start,
1052,"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996.0,Start,
1053,Han Duck-soo,South Korean,806124709.0,Start,
1054,Roh Tae-woo,South Korean,806145466.0,C,
1055,Han Myeong-sook,South Korean,806182207.0,C,
1056,Choo Mi-ae,South Korean,806184478.0,C,
1057,Na Kyung-won,South Korean,806319565.0,Start,
1058,Min Byung-doo,South Korean,806399005.0,Start,
1059,Choe Kwang-shik,South Korean,806439224.0,Stub,
1060,Choi Kyu-hah,South Korean,806462613.0,C,
1061,Won Sei-hoon,South Korean,806511942.0,Stub,
1062,Won Yoo-chul,South Korean,806512047.0,Stub,
1063,Kim Boo-kyum,South Korean,806555857.0,Start,
1064,Baek Du-jin,South Korean,806590508.0,Stub,
1065,"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773.0,Start,
1066,Park Chung-hee,South Korean,806801805.0,B,
1067,Chun Doo-hwan,South Korean,806846283.0,C,
1068,Roh Moo-hyun,South Korean,806852494.0,B,
1069,Lee Jung-hee,South Korean,807021657.0,Start,
1070,Song Yo-chan,South Korean,807029190.0,Stub,
1071,Kitack Lim,South Korean,807057020.0,Start,
1072,Park Geun-hye,South Korean,807060237.0,B,
1073,Do Jong-hwan,South Korean,807122658.0,Start,
1074,Assassination of Park Chung-hee,South Korean,807142261.0,C,
1075,Geum Min,South Korean,807404528.0,Stub,
1076,Nam Duck-woo,South Korean,807423123.0,Stub,
1077,Toluono Feti,Samoan,671515606.0,Stub,
1078,James Ah Koy,Samoan,704919844.0,B,
1079,Va'aelua Eti Alesana,Samoan,705218371.0,Start,
1080,Misa Telefoni Retzlaff,Samoan,706207837.0,Start,
1081,Luagalau Levaula Kamu,Samoan,706804758.0,Stub,
1082,Leafa Vitale,Samoan,706837234.0,Stub,
1083,Niko Lee Hang,Samoan,707525246.0,Stub,
1084,Tuu'u Anasi'i Leota,Samoan,707525315.0,Stub,
1085,Tuiloma Pule Lameko,Samoan,707750982.0,Stub,
1086,Laauli Leuatea Polataivao,Samoan,714244543.0,Stub,
1087,To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173.0,Stub,
1088,Namulau’ulu Vavae Tuilagi,Samoan,718995854.0,Stub,
1089,Lefau Harry Schuster,Samoan,719691980.0,Stub,
1090,Tuitama Talalelei Tuitama,Samoan,723152770.0,Stub,
1091,Le Mamea Matatumua Ata,Samoan,726724077.0,Stub,
1092,Tole’afoa Solomona To’ailoa,Samoan,726724455.0,Stub,
1093,Lealailepule Rimoni Aiafi,Samoan,738999542.0,Start,
1094,Va'ai Papu Vailupe,Samoan,739170575.0,Start,
1095,Palusalue Fa’apo II,Samoan,739170586.0,Start,
1096,Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620.0,Start,
1097,A'eau Peniamina,Samoan,739170646.0,Start,
1098,Patu Ativalu,Samoan,739170663.0,Stub,
1099,Sua Sulu'ape Paulo II,Samoan,740773350.0,C,
1100,Asiata Sale'imoa Va'ai,Samoan,745204530.0,Stub,
1101,Aiono Nonumalo Sofara,Samoan,748298776.0,Stub,
1102,Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437.0,Start,
1103,Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510.0,C,
1104,Matatumua Maimoana,Samoan,757107378.0,C,
1105,Laulu Fetauimalemau Mata'afa,Samoan,757107952.0,C,
1106,Fiame Naomi Mata'afa,Samoan,757562316.0,Start,
1107,Safuneitu'uga Pa'aga Neri,Samoan,757616961.0,Stub,
1108,Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501.0,Stub,
1109,Tuala Ainiu Iusitino,Samoan,762572848.0,Stub,
1110,Paul Alan Cox,Samoan,767363297.0,C,
1111,Tuala Falenaoti Tiresa Malietoa,Samoan,771267864.0,Stub,
1112,Toi Aukuso Cain,Samoan,771651038.0,Stub,
1113,Muagututagata Peter Ah Him,Samoan,780759402.0,Stub,
1114,Sua Rimoni Ah Chong,Samoan,782134923.0,Start,
1115,Luamanuvao Winnie Laban,Samoan,782465136.0,Start,
1116,Order of Merit of Samoa,Samoan,782768517.0,Stub,
1117,Sapa'u Ruperake Petaia,Samoan,783679600.0,Stub,
1118,Le Mamea Ropati,Samoan,784413731.0,Start,
1119,Tui Manuʻa Elisala,Samoan,785553682.0,Start,
1120,Mata'afa,Samoan,786776338.0,Start,
1121,Polataivao Fosi,Samoan,787519332.0,C,
1122,Tony Tuimavave,Samoan,788649434.0,Start,
1123,Tuimaleali'ifano,Samoan,791884820.0,Stub,
1124,Dave Solomon (rugby),Samoan,793129536.0,Start,
1125,Va'ai Kolone,Samoan,793294077.0,Start,
1126,Tamaseu Leni Warren,Samoan,793926721.0,Stub,
1127,Mata'afa Iosefo,Samoan,794202189.0,Start,
1128,Ale Vena Ale,Samoan,796309750.0,Stub,
1129,Keneti Sio,Samoan,796377891.0,Stub,
1130,Prime Minister of Samoa,Samoan,797760961.0,C,
1131,Tupua Tamasese Lealofi IV,Samoan,798166885.0,Stub,
1132,Tofilau Eti Alesana,Samoan,798166951.0,Start,
1133,Aiono Fanaafi Le Tagaloa,Samoan,798494387.0,Start,
1134,Le Tagaloa Pita,Samoan,798807561.0,Start,
1135,Aveau Niko Palamo,Samoan,801057378.0,Stub,
1136,Mark Gosche,Samoan,801142102.0,Start,
1137,Lauaki Namulauulu Mamoe,Samoan,801175876.0,C,
1138,Tufuga Efi,Samoan,801182300.0,C,
1139,Salamasina,Samoan,801186581.0,Start,
1140,Tupua Tamasese Meaʻole,Samoan,801213484.0,Start,
1141,Emma Kruse Va'ai,Samoan,801564093.0,Start,
1142,Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141.0,C,
1143,Tupua Tamasese,Samoan,801746626.0,Start,
1144,Tupua Tamasese Lealofi III,Samoan,801944573.0,Start,
1145,Olaf Frederick Nelson,Samoan,802011301.0,Start,
1146,Va'aletoa Sualauvi II,Samoan,802218035.0,Start,
1147,Faumuina Tiatia Liuga,Samoan,802850235.0,Start,
1148,Malietoa Tanumafili II,Samoan,804303257.0,C,
1149,Fuimaono Naoia Tei,Samoan,804379271.0,Stub,
1150,Fuiono Senio,Samoan,804379277.0,Stub,
1151,O le Ao o le Malo,Samoan,806055721.0,GA,
1152,William Sio,Samoan,807177019.0,C,
1153,Speaker of the Legislative Assembly of Montserrat,Montserratian,674919905.0,Stub,
1154,Peter Waterworth,Montserratian,712713704.0,Stub,
1155,Christopher J. Turner,Montserratian,719256142.0,Start,
1156,Howard Fergus,Montserratian,725980651.0,Start,
1157,Ashley Greenwood,Montserratian,737169369.0,Start,
1158,Teresina Bodkin,Montserratian,757086597.0,Stub,
1159,Shirley Osborne,Montserratian,757086621.0,Stub,
1160,Adrian Davis (governor),Montserratian,762009545.0,Stub,
1161,David G. P. Taylor,Montserratian,768679602.0,Start,
1162,Sarita Francis,Montserratian,770131970.0,Start,
1163,David Brandt (politician),Montserratian,771351774.0,Stub,
1164,Bertrand Osborne,Montserratian,771351955.0,Stub,
1165,Percival Austin Bramble,Montserratian,771352057.0,Stub,
1166,Winston Pond,Montserratian,781452925.0,Stub,
1167,Mary Rose Tuitt,Montserratian,783821985.0,Start,
1168,Tony Longrigg,Montserratian,784856577.0,Stub,
1169,Deborah Barnes-Jones,Montserratian,784875662.0,Start,
1170,William Henry Bramble,Montserratian,788976365.0,C,
1171,John Kemys Spencer-Churchill,Montserratian,789918293.0,Stub,
1172,Reuben Meade,Montserratian,790614135.0,Start,
1173,Wilfred Bennett Davidson-Houston,Montserratian,791981452.0,Start,
1174,Elizabeth Carriere,Montserratian,793896767.0,Stub,
1175,"Government House, Montserrat",Montserratian,798265888.0,Start,
1176,Donaldson Romeo,Montserratian,799317293.0,Start,
1177,Premier of Montserrat,Montserratian,801175821.0,Start,
1178,Governor of Montserrat,Montserratian,806415676.0,Start,
1179,Tony Abbott (governor),Montserratian,806730593.0,Stub,
1180,Chairman of the Island Council (Pitcairn),Pitcairn Islands,680532939.0,Stub,
1181,Edgar Allen Christian,Pitcairn Islands,715823848.0,Stub,
1182,Frederick Martin Christian,Pitcairn Islands,715823876.0,Stub,
1183,John Lorenzo Christian,Pitcairn Islands,715823908.0,Stub,
1184,Benjamin Stanley Young,Pitcairn Islands,717259837.0,Stub,
1185,Edward Quintal,Pitcairn Islands,717338734.0,Stub,
1186,Arthur Quintal I,Pitcairn Islands,717340951.0,Stub,
1187,Fletcher Christian II,Pitcairn Islands,717340996.0,Stub,
1188,Moses Young,Pitcairn Islands,717341064.0,Stub,
1189,Matthew McCoy (Magistrate),Pitcairn Islands,717345596.0,Stub,
1190,Arthur Quintal II,Pitcairn Islands,717346443.0,Stub,
1191,Charles Christian II,Pitcairn Islands,717350782.0,Stub,
1192,Norris Henry Young,Pitcairn Islands,717867039.0,Stub,
1193,Arthur Galsworthy,Pitcairn Islands,719706841.0,Stub,
1194,Jonathan Sinclair,Pitcairn Islands,731458576.0,Stub,
1195,Simon Young (magistrate),Pitcairn Islands,748179514.0,Stub,
1196,Brian Young (magistrate),Pitcairn Islands,749046736.0,Stub,
1197,Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749.0,Stub,
1198,George Fergusson (diplomat),Pitcairn Islands,754790610.0,C,
1199,James Russell McCoy,Pitcairn Islands,754935959.0,Start,
1200,Matthew Edmond McCoy,Pitcairn Islands,754935982.0,Stub,
1201,Richard Fell,Pitcairn Islands,764601118.0,Start,
1202,William Alfred Young,Pitcairn Islands,779056744.0,Stub,
1203,Governor of Pitcairn,Pitcairn Islands,782764117.0,Start,
1204,Martin Williams (diplomat),Pitcairn Islands,783746509.0,Stub,
1205,David Aubrey Scott,Pitcairn Islands,785508390.0,Start,
1206,Harold Smedley,Pitcairn Islands,788318957.0,Start,
1207,List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651.0,Start,
1208,Betty Christian,Pitcairn Islands,791265995.0,Start,
1209,Meralda Warren,Pitcairn Islands,794905581.0,C,
1210,Victoria Treadell,Pitcairn Islands,795649021.0,Start,
1211,Charles Richard Parkin Christian,Pitcairn Islands,796203049.0,Stub,
1212,Warren Clive Christian,Pitcairn Islands,796203180.0,Stub,
1213,Jay Warren,Pitcairn Islands,796203252.0,Start,
1214,Robert Alston,Pitcairn Islands,796592041.0,Stub,
1215,Butterworth Stavely,Pitcairn Islands,797221428.0,Start,
1216,Gerard Bromley Robert Christian,Pitcairn Islands,799551777.0,Stub,
1217,Ivan Christian,Pitcairn Islands,799551778.0,Stub,
1218,Pervis Ferris Young,Pitcairn Islands,799551779.0,Stub,
1219,Thursday October Christian II,Pitcairn Islands,799551780.0,Start,
1220,Brenda Christian,Pitcairn Islands,799551784.0,Start,
1221,Shawn Christian (mayor),Pitcairn Islands,800137512.0,Start,
1222,List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970.0,Start,
1223,Earl Asim Martin,Saint Kitts and Nevis,687127320.0,Stub,
1224,Paul Southwell,Saint Kitts and Nevis,703666654.0,Start,
1225,Lee Moore (politician),Saint Kitts and Nevis,709078753.0,Stub,
1226,Joseph Parry (politician),Saint Kitts and Nevis,709078817.0,Start,
1227,Robert James Dugu Gordon,Saint Kitts and Nevis,710428915.0,Stub,
1228,Sam Condor,Saint Kitts and Nevis,720360218.0,Stub,
1229,Joseph Nathaniel France,Saint Kitts and Nevis,720572188.0,Stub,
1230,Shawn Richards,Saint Kitts and Nevis,723892438.0,Start,
1231,Patrice Nisbett,Saint Kitts and Nevis,737165159.0,Stub,
1232,Premier of Nevis,Saint Kitts and Nevis,757950077.0,Stub,
1233,Vance Amory,Saint Kitts and Nevis,774778329.0,C,
1234,Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259.0,Start,
1235,Ada Mae Edwards,Saint Kitts and Nevis,779378782.0,Start,
1236,Constance V. Mitcham,Saint Kitts and Nevis,779379168.0,Start,
1237,Marcella Liburd,Saint Kitts and Nevis,783358108.0,Start,
1238,Mark Brantley,Saint Kitts and Nevis,784208810.0,Start,
1239,Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501.0,Start,
1240,Clement Arrindell,Saint Kitts and Nevis,788231533.0,Start,
1241,Tapley Seaton,Saint Kitts and Nevis,792406694.0,Start,
1242,Konris Maynard,Saint Kitts and Nevis,794794927.0,Stub,
1243,Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948.0,C,
1244,Simeon Daniel,Saint Kitts and Nevis,797053483.0,Start,
1245,List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842.0,Start,
1246,Kennedy Simmonds,Saint Kitts and Nevis,798766032.0,Stub,
1247,Timothy Harris,Saint Kitts and Nevis,799339256.0,Start,
1248,Ouboutou Tegremante,Saint Kitts and Nevis,799930780.0,Stub,
1249,Eustace John,Saint Kitts and Nevis,802273418.0,Stub,
1250,Denzil Douglas,Saint Kitts and Nevis,804081241.0,Start,
1251,Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608.0,Start,
1252,Cuthbert Sebastian,Saint Kitts and Nevis,804942241.0,Start,
1253,Zaur Avidzba,Abkhazia,694519009.0,Start,
1254,Zaur Ardzinba,Abkhazia,704938340.0,Start,
1255,Zurab Achba,Abkhazia,721094337.0,Stub,
1256,Shota Shamatava,Abkhazia,723736482.0,Stub,
1257,Sumbat Saakian,Abkhazia,755193428.0,Stub,
1258,Zakan Jugelia,Abkhazia,786203824.0,Start,
1259,Raul Eshba,Abkhazia,789039267.0,Stub,
1260,Bagrat Shinkuba,Abkhazia,789818648.0,Start,
1261,Samson Chanba,Abkhazia,789818730.0,Start,
1262,Efrem Eshba,Abkhazia,798644673.0,Stub,
1263,Garri Aiba,Abkhazia,799618550.0,Start,
1264,Zhiuli Shartava,Abkhazia,802029007.0,Start,
1265,Yuri Voronov,Abkhazia,803018106.0,Stub,
1266,Gennadi Berulava,Abkhazia,805063877.0,Stub,
1267,Guram Gabiskiria,Abkhazia,805775169.0,Start,
1268,Nestor Lakoba,Abkhazia,805967589.0,GA,
1269,Young Vivian,Niuean,703037968.0,Start,
1270,Robert Rex,Niuean,763768679.0,Start,
1271,Atapana Siakimotu,Niuean,766068997.0,Stub,
1272,Ahohiva Levi,Niuean,766068998.0,Stub,
1273,Bill Vakaafi Motufoou,Niuean,766069253.0,Stub,
1274,Pokotoa Sipeli,Niuean,766069256.0,Stub,
1275,Terry Coe,Niuean,766069372.0,Stub,
1276,Togiavalu Pihigia,Niuean,766069407.0,Stub,
1277,Hima Douglas,Niuean,766069520.0,Stub,
1278,Dalton Tagelagi,Niuean,766069576.0,Stub,
1279,Michael Jackson (journalist),Niuean,770018880.0,Start,
1280,Enetama Lipitoa,Niuean,771152922.0,Stub,
1281,Sani Lakatani,Niuean,775947817.0,Stub,
1282,O'Love Jacobsen,Niuean,779369629.0,C,
1283,Sisilia Talagi,Niuean,779369671.0,Stub,
1284,Salilo Tongia,Niuean,779369724.0,Stub,
1285,Va'aiga Tukuitonga,Niuean,779369750.0,Stub,
1286,Togia Sioneholo,Niuean,796747380.0,Stub,
1287,Premier of Niue,Niuean,797757076.0,Start,
1288,Toke Talagi,Niuean,803392432.0,C,
1289,Frank Lui,Niuean,804027488.0,Start,
1290,Joan Viliamu,Niuean,806666816.0,Stub,
1291,Noel Ahipeaud,Ivorian,703133769.0,Stub,
1292,Tuo Fozié,Ivorian,708711840.0,Start,
1293,Léon Emmanuel Monnet,Ivorian,710585105.0,Stub,
1294,Pierre Djédji Amondji,Ivorian,713176326.0,Stub,
1295,Diabete Aboubacar Siriki,Ivorian,713381693.0,Stub,
1296,Auguste Denise,Ivorian,714183793.0,Stub,
1297,Philippe Yacé,Ivorian,714200423.0,Stub,
1298,Jean-Baptiste Mockey,Ivorian,714822110.0,Stub,
1299,Séry Bailly,Ivorian,725560428.0,Start,
1300,Laurent Akoun,Ivorian,729142061.0,Stub,
1301,Daniel Aka Ahizi,Ivorian,733596387.0,Stub,
1302,Bamba Mamadou,Ivorian,735408389.0,Stub,
1303,Simeon Aké,Ivorian,743428650.0,Stub,
1304,Martial Joseph Ahipeaud,Ivorian,744522699.0,Stub,
1305,Innocent Anaky,Ivorian,744920472.0,C,
1306,First Lady of Ivory Coast,Ivorian,749766207.0,Stub,
1307,Queen Pokou,Ivorian,750972336.0,Start,
1308,Émile Boga Doudou,Ivorian,755479236.0,C,
1309,Adrien Jules Jean Bonhoure,Ivorian,756060260.0,Stub,
1310,Seydou Diarra,Ivorian,760303900.0,Start,
1311,Gilbert Aké,Ivorian,760304267.0,Stub,
1312,Jeannot Ahoussou-Kouadio,Ivorian,760393381.0,Start,
1313,Henri Konan Bédié,Ivorian,764345360.0,C,
1314,Affoussiata Bamba-Lamine,Ivorian,766524815.0,Start,
1315,Lambert Amon Tanoh,Ivorian,767265950.0,Stub,
1316,Jean-Louis Billon,Ivorian,768302622.0,Start,
1317,Robert Beugré Mambé,Ivorian,769591168.0,Stub,
1318,Abdourahmane Cissé,Ivorian,770710515.0,Start,
1319,Vice-President of Ivory Coast,Ivorian,774756970.0,Start,
1320,Jean Konan Banny,Ivorian,776348888.0,Start,
1321,Jacqueline Oble,Ivorian,779741800.0,C,
1322,Ernest Boka,Ivorian,784395089.0,Stub,
1323,François Amichia,Ivorian,787310676.0,Stub,
1324,Aboubakar Diaby Ouattara,Ivorian,787437447.0,Stub,
1325,Youssouf Bakayoko,Ivorian,788065543.0,Stub,
1326,Chantal Compaoré,Ivorian,788330706.0,C,
1327,Désiré Tagro,Ivorian,788421683.0,Start,
1328,Mamadou Koulibaly,Ivorian,788462808.0,C,
